,ID,Review URL,Text,Star,Thumbs Up,User Name,Developer Reply,Version,Review Date,App ID,review_score,predicted_semantics,user_semantics
1374,57484,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHhA3EcRzNBMptW01RCdGq2ScaKBRcydJ8B4MjvPnATXJd4hb1ZjELQtzozcCLpEwPlZEpU4v6cNwFZOrg,"Still not allowing updates to this one app on Galaxy S20. Other apps update just fine... Come on Google, seriously? This is your very invasive OS, with your invasive permissions and applications, yet somehow you can't just update your browser program?",1,0,Robert Arp,,83.0.4103.106,2020-12-31,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9715307950973511}]",POSITIVE,NEGATIVE
1417,62111,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHpJZYu7gqu3lsE3L2FDXHOr32fvOmzbBOH5RujScwbXBjxzZCJoe8LG-hkaofLhWSlgabbJ7rP2SmW1L8,Good,1,0,Rosemary Solomons,,79.0.3945.116,2021-01-02,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
1421,62115,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGqn-76UItxcw5p5gPDaSc8M1d5_G-HXLvnFHE_p4t8XKwzbqjsJpESLCNOT1giV4dOAF2GVlKrWaEi7Zs,Best app,1,0,Avnish babu Singh,,84.0.4147.125,2021-01-01,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.999686598777771}]",POSITIVE,NEGATIVE
1493,68645,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHBYV1nm-KW5F8WGsKzmVILEl4NwKgG7fBSdQXLTnBB5Rwaj9qJywXhO6EA9Ma1MFR19XOWpEI3PjUHvIo,KRishan Chatham,1,0,Amit Chaurasiya,,,2021-01-03,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9671097993850708}]",POSITIVE,NEGATIVE
1506,68659,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF1jByakGhJmGGlunM9o4n7jHj1w8l90RENDuEDk4Jw8JTjNbNt2V9o5OfU6KYINdaKCt1BQ6B3cOCz1Jg,Ew,1,0,Bree Zhee,,68.0.3440.91,2021-01-03,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.6084185242652893}]",POSITIVE,NEGATIVE
1514,68667,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG65UhhysHM_ck4a0vzJQfJrYRU3Aa1D_-JdKZskxe1IRJlwKMgJMnHwzr10uDIv7FPvWX2YwfQzPL5e9g,® outeme.,1,0,Ido Route,,87.0.4280.101,2021-01-02,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.6330947279930115}]",POSITIVE,NEGATIVE
1516,68669,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG6-DHbcUtp1qTJdqEjrokr4P4Yqj2ICuiaJQFo_dryAwhtlOFDItH8kQx3cEvYWb2pX0oQHjsS0RmRsec,"Yo after this update, chrome is booty cheeks bruh on god",1,0,Angel Valencia,,83.0.4103.106,2021-01-02,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.8693243861198425}]",POSITIVE,NEGATIVE
1537,68691,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHybtZz6oa8p3Q6yjGSBSk7N859RI8MA12OaV9OoJewd4_4sAMz6bFGoZrVzURA6bQVZxDsbOmdeBKcS9M,Great,1,0,Victoria Baffoe,,,2021-01-02,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998630285263062}]",POSITIVE,NEGATIVE
1546,68700,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOExlHEbXy0N3Js4MCI2sLvMnqi5-_TWOgbIW91CAOaLj-ZWhOldJwHO6S2u2y9VEPBVeNdpkKh0O0K0YUk,¿¡い,1,0,Google Guest,,81.0.4044.138,2021-01-02,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.5595436692237854}]",POSITIVE,NEGATIVE
1548,68702,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHA4Ut_TZpiEo-xVmg2ctLDlWRNCAVRA-RMjyovrZt45FQMMcm5Cy0wC5MknTgoOQlBr9qUyp76Sj8ngTU,It spies on you.,2,0,Monty Graham,,86.0.4240.110,2021-01-02,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9951221346855164}]",POSITIVE,NEGATIVE
1597,69251,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGw2M5N6Recfl13XFW7Jpxii-P-GT0CDgbl__uMATQ0N5dy2tDiF3kbXK-wFeauA-S72WUx7MrEimyUs4k,^_^ ^_^ <3,2,0,John Estrellanes,,81.0.4044.138,2021-01-04,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9081127643585205}]",POSITIVE,NEGATIVE
1619,69273,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEyy9yCK5nbitwRETXwO51uug4USb0UJepluxpGNKookLw6EXqdRqYXf42CXkon3IJHO0sos9PUgUUpBDI,Good,1,0,Premdas Vaishnav,,87.0.4280.101,2021-01-03,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
1634,69288,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEb6uWARAxE4lSWpTkSR0RDJj2imh9-6jKbu9n-YTPnbi7FuILswZje8V7KPboEAX_i3-Srf8y115qJ9yE,super,1,0,Bikram Basak,,87.0.4280.66,2021-01-03,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.998783528804779}]",POSITIVE,NEGATIVE
1644,69298,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFEBSegJJnSTOXhlUYRk1ppK1HSNUSPf_6tVzbYuKAoxRxJPkl6IeKk_O4Injmo2_Nqc-bWaUsgS2bHHNw,Bee,1,0,Ben Harris Gaming,,87.0.4280.101,2021-01-03,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.5034595131874084}]",POSITIVE,NEGATIVE
1691,78724,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG4ufGHj8-k99Vk2CMxUzTCDN7AQN9lVgL2sTu0P0iUjKFpCoYcYm7KHDssyqjmOvFOY6A4O7IV4uqN9Tc,Nice,1,0,Shubham Pal,,80.0.3987.99,2021-01-05,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998552799224854}]",POSITIVE,NEGATIVE
1704,78738,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOELKTIyR3jp9Oj4l7LKRgFtjyBDGfV2ZhCwXcNf6Pvg0KGXJBgBmBV0FSsTkwoNbtyGtjm6_8M8OO-jLMM,Is fast secure I love it,1,0,Penka Weezy,,43.0.2357.93,2021-01-05,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998770952224731}]",POSITIVE,NEGATIVE
1718,78752,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGa67UkSTLPoeEsq1YCfQBJ6SYEQue1xIEPxsff7h27egink8lDa5lEhXyDQ0RemYfROEszz0bbGN5x2d0,110 Aso SoNU,1,0,Sonu Majhi,,70.0.3538.110,2021-01-04,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9666723608970642}]",POSITIVE,NEGATIVE
1725,78759,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE8BNn_VCe_jxOmermTB8FfHrQu_PxK7H_kbmm7ieRR34DNaxNcpouUcw1s9BRf1_hQSCnEw6wc_6VLxlM,Good,1,0,Ana-lira Sweetie,,56.0.2924.87,2021-01-04,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
1737,78771,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEHXxfvSoGYzrxoT_CHoqV7RRhbSTEHn4UT4RSyU5gW9mWPq0kkeNMtMeTEpJ0NOzWVnZIKzFfDWEWmOjI,Tells me to update then doesn't let me,1,0,KEN NAYLOR,,86.0.4240.110,2021-01-04,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9950898885726929}]",POSITIVE,NEGATIVE
1893,87036,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEMghbsFvgQit63Y-rlYUHmvZoHtE27f_lC2okBctxS2NjJdJQiip1HwQ_PBsZgFxUisRpX3V1WyXiN2aU,a,1,0,Vusimuzi Japhta Ngwenya,,87.0.4280.101,2021-01-06,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9872909188270569}]",POSITIVE,NEGATIVE
1906,87049,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHnqnXNAjUGFauLrp4__rgFbCSVSVqQf4z5vhOIp9xsJCedz-I7Ma6uBEoANgWcHgqFG9c8uJuvPmQTmE4,C a,2,0,Jorge Vela,,86.0.4240.99,2021-01-06,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9390889406204224}]",POSITIVE,NEGATIVE
1926,87071,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFCnqVMo8fk0q5bwpbJ4XlHyxEbLzyLx_t1hxEZL4zWK5XDS7dJLbnGtwVPwBgCcU3xEAPufoiCwHewORQ,Fine,1,0,Zizu Ahmed,,87.0.4280.101,2021-01-06,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998335838317871}]",POSITIVE,NEGATIVE
1950,87096,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGB_VRCjOmxZ4pVQePSS2O8RI9azGNRoG8eBXjwcW1RJmVxHzCnHJ1mvKi-0g4t195Ldi2-6T7YOe9JBn0,t Thanks again Vietta how's your car doing well I hope you have a great day and I will be able and willing to help you out with the next steps for me to do that we need to get the update on the status of the order I placed the order on your way back to the office I will send you my email address to use it for you if you need anything else from me please let me know what you need from me to get you a copy of the order I placed the right number for you to call for the next couple weeks so I'm goi.,1,0,Kerry Boven,,87.0.4280.101,2021-01-06,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9984903335571289}]",POSITIVE,NEGATIVE
1952,87098,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFCPOoivvFOAEckB4MacxBJHYm3Howd1JmuLtfu_JyS33Nr8Nc7wT8Okz2OMCQ_idc7j-4pNd_F4I3oqiE,Good,1,0,surya Lifestyle,,87.0.4280.66,2021-01-06,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
2019,90442,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHJ6LguKjTs3HcKU5QhnNyd3aAq7ms0oY6FGiYeO1ZqU8sc0t657yUTzjZ8go2FhkLs6ChbYpmQndxbCI0,Best app ever,1,0,Nyakueka Stephen,,80.0.3987.99,2021-01-07,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9997491240501404}]",POSITIVE,NEGATIVE
2023,90446,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF4Ic058XliuwhRGGShXi5_vgOKkUUDfzerulZVNgQTThL-_gEMBD1tblPGHbRposDHriREqoc7lKBni-8,The app is very working,2,0,Rabisankar Dey,,40.0.2214.109,2021-01-07,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9989192485809326}]",POSITIVE,NEGATIVE
2026,90449,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHUsIdBcxX1X9YGw9IOLcF9tO_AAqLRNMARs-pMJdeke9jWyjQZhPlsnGBpFEgP2zpkjWyVe_COViIJXhY,Nice app,2,0,Himanshu Rawat,,86.0.4240.198,2021-01-07,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998061060905457}]",POSITIVE,NEGATIVE
2043,90467,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGppIoOwRnnBtVwOTTVwCYwmIrQvrPMab73oZJc0ApI4wBYGYT4sJw1jvLYl38r7nAuPalxYGMa1x4p2Wc,Nice,1,0,Pawan Shukla,,87.0.4280.101,2021-01-07,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998552799224854}]",POSITIVE,NEGATIVE
2052,90476,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHoKA32TbiucRxn_EKxpl2VXau4s-Nr2GPFEabXMTcwiqdVf_6Rc3ZyORYB2xlKK_mWN8iEo5kNFiNyfyQ,Google ******,1,0,adam et riyad,,87.0.4280.101,2021-01-07,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.994981586933136}]",POSITIVE,NEGATIVE
2061,90485,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFjxgdd6ERL_-Pa6EwCoj5ZjjsJYmr8Dg7OUXQu6AQ_-hyzKBhHXIiKCE1VkJYS2V1ouMAqoLDfLBVPmOM,Computer,2,0,Thinking Zone by Deepshikha,,87.0.4280.101,2021-01-07,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9578053951263428}]",POSITIVE,NEGATIVE
2077,90501,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGNPs609Qk9R6IOEnvcoEefzC-H3vd-jH1I-aNhyLKjeAjScYdYy49ukCuIKQfTeQ68Z4oXhcK6NF6Y6uI,better than other apps,2,0,Rashid Saidi,,80.0.3987.119,2021-01-07,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9997324347496033}]",POSITIVE,NEGATIVE
2089,90513,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFv_KFz2YoUvAen5KYS2Mc4jQCg7Coh89nnSyuIvwyjdd3yK8P_LEPgdIIFDTUYu30qI-JLOWrqWpql59w,Good,1,0,Sao Sarak,,74.0.3729.157,2021-01-07,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
2092,99838,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHvjD6otBeEV_hCI61Hwv4erFgfGXsNq0NTpNuQ4sxO21e3FvJvFSeGpKVl-vO_MARvwYI6D9QPt0gjqSk,Please update my Google Chrome app Please help,1,0,ਕਰਨ ਰਾਏ,,86.0.4240.198,2021-01-08,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9770079851150513}]",POSITIVE,NEGATIVE
2128,99874,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGi1raK1NExmqDUsDlwnEtywnuFeO1TknGMzeGkW-h0Hb0viWF2rBXc8u59GOKrxv7Th_rTE-Ap8QoMVcA,Yevt,1,0,MHR Family,,87.0.4280.101,2021-01-08,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9879365563392639}]",POSITIVE,NEGATIVE
2131,99877,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFM23_3tKvmoSUopj9h3xin4yB5knxiD8g3HFxS-WpSWB8jcbY16KsAtKDkov5Kz1HPSbfr7YdI8grNuxI,Its a fantastic app,2,0,Wasif Ahmad,,87.0.4280.141,2021-01-08,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998623132705688}]",POSITIVE,NEGATIVE
2146,99892,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF-XfF4TTTKLMpvb6FaZnR4zXo05ZDdmCnH5e5v0PO0960LBCauVfX4-Az9thBV-_2q41lHsB1v6Z83FqY,It wont update help!!!!,1,0,Amanda Durham,,85.0.4183.127,2021-01-08,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9980241060256958}]",POSITIVE,NEGATIVE
2160,99906,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEzKBQoxZZkAskhnDNF2Xyp-6YjqdF2GT_NbxWFTkuHM6SVDX9BoDvhoaEZBwVo4E0t49kTPfUVopNx0_U,Great,1,0,Mohammad Akhavanfard,,87.0.4280.141,2021-01-08,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998630285263062}]",POSITIVE,NEGATIVE
2173,99919,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGWL46bQE0I5BrjuTTZJ8pah1em5-q0iPEeF7w-F0fWA2tPpG1pXfbdHzd0kux_DJPwNw2nMxj5GKniCWY,Works. But home page news article and other suggested content should have options to hide. I will enable it if I want so see don't force it on me,1,0,Ritesh Khodiyar,,87.0.4280.141,2021-01-08,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.8367269039154053}]",POSITIVE,NEGATIVE
2178,99924,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF51_MfkDPaaDAIcJRXuPv5-xOMvlvlSI0-iSim1g2ow5euu1yEPhN0I3vB4IpxRkaDYe5IIBLyLUpiomI,He is a good app,1,0,Omkarमत Khande,,85.0.4183.127,2021-01-08,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998527765274048}]",POSITIVE,NEGATIVE
2185,99931,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHJZNiKZPc6QYJFNqg_3mCqmkhK7VF3sH4TTeW3hhzXfzthpWNU1Hk_01HfOnIw1l5yW_ZuIKDVctzHiNo,"Won't run crashes on startup, excellent testing there 🤔",1,0,Stefan Knowles,,87.0.4280.141,2021-01-08,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9704293608665466}]",POSITIVE,NEGATIVE
2243,102814,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHh3tTb-phIqoB7hG4UfPBu1Y8wcZLdy-r5ymqxS3wR6n24M7bA8szb85hgNGiYO4Ip36xrwxoeXb5wQ_A,Updated issue,1,0,Rina Paul,,86.0.4240.198,2021-01-09,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9988940358161926}]",POSITIVE,NEGATIVE
2260,102831,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFW0pPmwOMe8uGgwcSSYUSev9X3ifg_zeBjwcYC6XhuSlYimD0kpGHEku4NxXPhC6K9ipKz4959bV1E4Wo,Blue film,1,0,Dalsrang Sangma,,70.0.3538.110,2021-01-09,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9355264902114868}]",POSITIVE,NEGATIVE
2292,107626,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFysAYLC2GeK-Z6biR3frW6GmK_-vv7CYX9moAp__FPko_saaeMBcLdaSklXr6Ltq2hQyRHsX-FeS4aQJ0,bubo,1,0,Jorey Macaambac,,85.0.4183.101,2021-01-10,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.5537934303283691}]",POSITIVE,NEGATIVE
2297,107631,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEjYrRp-CkjhUyGi90Z85LXWRV35JEgXy7dUfp9fdiMSefTt8zvn7hxg7cRwUZOWRBDiHw4jXbgL6xBJfw,Good,1,0,aseel bired sal,,42.0.2311.111,2021-01-10,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
2382,107716,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHMRIMC847UXnPw3DH8x5srHaTPC3cWya-w-gdUje59gVzp954NFx4_EtqyMmBwOPvRA2uP9x3A-n6ddSg,So good,1,0,Marygrace Loon,,83.0.4103.96,2021-01-10,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.999841570854187}]",POSITIVE,NEGATIVE
2385,107719,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHEWLeOgFsXSNqimrXDs6_G4-U5DtDitydk0z-Ufsyn0BcLsNsyBZ_w4eqfPCYYmo6AFfBljqc_q1tvEk4,Please update my chrome,1,0,Mʀ. Lᴏᴄᴀʟ,,83.0.4103.101,2021-01-10,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9681341052055359}]",POSITIVE,NEGATIVE
2434,113022,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE--y0KXZ8Bk5DMMK6EdkM7Lvh4982loIwtIQDBv7RaAG03O5D5o2rH1FWDi2lXcjrdj8MpzL5n4VXInH8,It's what is expected .,1,0,donnie bruce,,87.0.4280.101,2021-01-11,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.985597550868988}]",POSITIVE,NEGATIVE
2454,113042,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE1svN4-TMkt1NaBZgUJa5qDq6OceDhIwb_Ol6gtAWN32_7WVxhBJ4VxVQB09cAKQUDsH3y0TwHydpcg4k,Good,1,0,PRAMOD BARIK,,87.0.4280.101,2021-01-11,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
2478,113066,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGQm68ykMPQFbaZ4MN9pywOu7XmZ9WhjT2WPT9SEtTIjHt_zdIZmH8qbzuI5S5JMhKsNYdrBgpDn-ZcnlA,open xxxxxvbos,1,0,Lucky Duvada,,70.0.3538.110,2021-01-11,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.7469419836997986}]",POSITIVE,NEGATIVE
2481,113069,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFzv_0MWPBz5w0zJIX3ClX8qyCfzYgGH4dmbXhTT2x0ksJ2AeNKkdsX2dkUES_3ZG4sfCHEI6BYkDo3NG8,How to update,1,0,rahul sharma,,81.0.4044.138,2021-01-11,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.7868212461471558}]",POSITIVE,NEGATIVE
2487,113075,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEOSvLxVAQ9hyhI576oeKOa2wHs5mCFB3QlMKLla76E-Nx4rPO0TogxgY5jV6Idp4HcHhMlexTzkZmpUy4,very very good app,2,0,A Google user,,87.0.4280.141,2021-01-11,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998728036880493}]",POSITIVE,NEGATIVE
2509,119507,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGKTyGD77p7AV1kKYPS8iAkPzGNCEbV4qr7N2v9NiFVBPD8IoxGLuKBfC37j67-378LhQ4OwSUHdN8MuFQ,Best app ever,1,0,Zintle Nokrawuzana,,70.0.3538.110,2021-01-12,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9997491240501404}]",POSITIVE,NEGATIVE
2555,119553,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHBHXqR-xjJEf3CaDM741dOqiBWVDor3wHY1uo89Bjjb8iLbZmReQJQMWmXYpT-FxYLXvSsMJV1O1Lr2vM,Ghatiya app h,1,0,Anurag Shahi,,80.0.3987.99,2021-01-12,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.7148689031600952}]",POSITIVE,NEGATIVE
2559,119557,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH94vHh7z-dEA5mVGUNL9-JyewgxrpYOugvPZMq_AJyl94-CdaQqUkKievaJpRCakeQFz72RPXPSESEaAM,Apps 👎👎💯,1,0,Md Samir,,80.0.3987.99,2021-01-12,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.6437607407569885}]",POSITIVE,NEGATIVE
2616,125698,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFP69K_BLT8XeY396-T_cAdk6-cNHpCd1I3Zpt8QX_SxOWXrlyyKKw5uUHRLiN0sJ2OouHg5Xyx6xVThRw,Good,1,0,Arun Verma,,87.0.4280.101,2021-01-13,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
2640,125722,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGVe8roVACEhBycWHXZIfeIKWFxAGi9De-Sj5QF2Ix7prOhirDS5PaMqUT8OT58qBX1nEQfs5BLSfzEecY,Good App,1,0,Tushar Panchal,,87.0.4280.141,2021-01-13,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998493194580078}]",POSITIVE,NEGATIVE
2641,125723,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEZ9WqtwvlJBVUwEuzvU7Sx7d9b5QPYrbyW8NUJHvwAruWot8OswDr9zZHCHYRc6y9ZfTRF26hWXPP2WpE,Cookies Cookies,1,0,Etta Hubbard,,85.0.4183.81,2021-01-13,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9948446750640869}]",POSITIVE,NEGATIVE
2683,125765,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFRK-kS0Jam7G6r1IZBRXAOyFqf7cKLVsiPm-ISHCOQ-m8TxUlWwTH5ZedrazGdd-_5uncFCTeDtJL81sw,Good,1,0,Ganga Meena,,85.0.4183.81,2021-01-13,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
2687,125769,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFKEtHOaGdvSWBuN4QmHlqBzRNkuvyYHmfBhXBSXy1s_9CKZg92qhrzb4WHtl-ATY5hHQ1_K4vXUCszqvw,Because it not ask before remove file from downloads.,1,0,JäsHäñ,,87.0.4280.101,2021-01-13,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.659058690071106}]",POSITIVE,NEGATIVE
2760,128221,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOES8uhDnmaK9QABv-qxlCekS_TX9otU5Yyi20Bl8PMqOpOKiwoF0jTfiX6m65XhAVT_KPA1jv7bNYfiPGg,Its not leting me update,1,0,Terry Dwater,,80.0.3987.99,2021-01-14,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9116518497467041}]",POSITIVE,NEGATIVE
2788,128250,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEmpwHJnZZDdMu7O0k5sQlcXfxKdpqM8-oa5rWx1W25ilRmG4QSphZADMRZ93ibQb5zqmtgkFcpfJJUMbg,Bobo nyo,1,0,Ryan Laurio,,87.0.4280.101,2021-01-14,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.972647488117218}]",POSITIVE,NEGATIVE
2837,139124,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEh1xBUvux3311MPP4Pnfh47v7f8Jnkcu6i6Q0JEACwxkJl0ZhWkb_XbZcLco2vGc5x6ua4at8UfjYyixY,C.k,1,0,kanzariya chiragbhai,,87.0.4280.141,2021-01-15,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9635289311408997}]",POSITIVE,NEGATIVE
2844,139131,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGsnLoh1nwIqYhSL0SdGJ_OFYnk51Kz8FGMUJSEL8LnAuqMs7xxIPjiUszf1bhnG5-7aAU6zOLVwphN-vA,update issue,1,0,ashish jaglan,,87.0.4280.101,2021-01-15,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.5473268032073975}]",POSITIVE,NEGATIVE
